GEOID10,records,geometry
060730053002016,84,"POLYGON ((-117.15921 32.711501, -117.159392 32.711498, -117.159938 32.711491, -117.160121 32.711489, -117.160124 32.711703, -117.160134 32.712349, -117.160138 32.712564, -117.159956 32.712564, -117.159412 32.712567, -117.159231 32.71257, -117.159226 32.712356, -117.159214 32.711714, -117.15921 32.711501))"
060730053002017,82,"POLYGON ((-117.15831 32.711503, -117.158489 32.711502, -117.15903 32.711501, -117.15921 32.711501, -117.159214 32.711714, -117.159226 32.712356, -117.159231 32.71257, -117.159049 32.712572, -117.158505 32.712577, -117.158324 32.71258, -117.158321 32.712364, -117.158312 32.711717, -117.15831 32.711503))"
060730053002018,51,"POLYGON ((-117.157393 32.711509, -117.157576 32.711506, -117.158126 32.711503, -117.15831 32.711503, -117.158312 32.711717, -117.158321 32.712364, -117.158324 32.71258, -117.158142 32.712581, -117.157595 32.712584, -117.157414 32.712587, -117.157409 32.71237, -117.157397 32.711723, -117.157393 32.711509))"
060730053002019,64,"POLYGON ((-117.15648 32.711513, -117.156662 32.711511, -117.15721 32.711509, -117.157393 32.711509, -117.157397 32.711723, -117.157409 32.71237, -117.157414 32.712587, -117.15723 32.712587, -117.15668 32.712593, -117.156497 32.712596, -117.156493 32.712379, -117.156483 32.711729, -117.15648 32.711513))"
060730053003000,193,"POLYGON ((-117.16111 32.718848, -117.161293 32.718846, -117.161843 32.718842, -117.162027 32.718841, -117.162027 32.719051, -117.16203 32.719687, -117.162031 32.719899, -117.161848 32.719898, -117.1613 32.719901, -117.161118 32.719903, -117.161116 32.719692, -117.161111 32.719059, -117.16111 32.718848))"
060730053003001,676,"POLYGON ((-117.162027 32.718841, -117.162207 32.718839, -117.16275 32.718835, -117.162931 32.718834, -117.162932 32.719046, -117.162937 32.719682, -117.162939 32.719895, -117.162757 32.719895, -117.162212 32.719897, -117.162031 32.719899, -117.16203 32.719687, -117.162027 32.719051, -117.162027 32.718841))"
060730053003002,31,"POLYGON ((-117.162931 32.718834, -117.163114 32.718832, -117.163664 32.718829, -117.163848 32.71883, -117.163848 32.719042, -117.163851 32.719678, -117.163852 32.719891, -117.163669 32.71989, -117.163121 32.719893, -117.162939 32.719895, -117.162937 32.719682, -117.162932 32.719046, -117.162931 32.718834))"
060730053003003,22,"POLYGON ((-117.163848 32.71883, -117.164025 32.718828, -117.164557 32.718823, -117.164735 32.718824, -117.164737 32.719036, -117.164743 32.719673, -117.164746 32.719887, -117.164567 32.719887, -117.16403 32.71989, -117.163852 32.719891, -117.163851 32.719678, -117.163848 32.719042, -117.163848 32.71883))"
060730053003004,162,"POLYGON ((-117.164735 32.718824, -117.164908 32.718823, -117.165426 32.71882, -117.1656 32.71882, -117.165599 32.719032, -117.165598 32.719671, -117.165598 32.719884, -117.165427 32.719884, -117.164916 32.719886, -117.164746 32.719887, -117.164743 32.719673, -117.164737 32.719036, -117.164735 32.718824))"
060730053003005,495,"POLYGON ((-117.1656 32.71882, -117.165777 32.718819, -117.16631 32.718819, -117.166488 32.718819, -117.166488 32.719031, -117.166488 32.71967, -117.166489 32.719883, -117.16631 32.719883, -117.165776 32.719883, -117.165598 32.719884, -117.165598 32.719671, -117.165599 32.719032, -117.1656 32.71882))"
060730053003006,468,"POLYGON ((-117.165602 32.71777, -117.165779 32.717768, -117.166312 32.717768, -117.16649 32.717769, -117.166489 32.717979, -117.166488 32.718608, -117.166488 32.718819, -117.16631 32.718819, -117.165777 32.718819, -117.1656 32.71882, -117.1656 32.718609, -117.165601 32.717979, -117.165602 32.71777))"
060730053003007,284,"POLYGON ((-117.164728 32.717782, -117.164902 32.717779, -117.165427 32.717771, -117.165602 32.71777, -117.165601 32.717979, -117.1656 32.718609, -117.1656 32.71882, -117.165426 32.71882, -117.164908 32.718823, -117.164735 32.718824, -117.164733 32.718615, -117.164729 32.71799, -117.164728 32.717782))"
060730053003008,715,"POLYGON ((-117.162931 32.718834, -117.16275 32.718835, -117.162207 32.718839, -117.162027 32.718841, -117.162026 32.718632, -117.162026 32.718009, -117.162026 32.717802, -117.162025 32.717592, -117.162022 32.716963, -117.162022 32.716755, -117.1622 32.716752, -117.162734 32.716751, -117.162913 32.716751, -117.163096 32.716749, -117.163649 32.716745, -117.163833 32.716744, -117.163834 32.716949, -117.163838 32.717571, -117.16384 32.717778, -117.164017 32.717778, -117.16455 32.717781, -117.164728 32.717782, -117.164729 32.71799, -117.164733 32.718615, -117.164735 32.718824, -117.164557 32.718823, -117.164025 32.718828, -117.163848 32.71883, -117.163664 32.718829, -117.163114 32.718832, -117.162931 32.718834))"
060730053003009,208,"POLYGON ((-117.16111 32.718848, -117.161107 32.71864, -117.161101 32.718016, -117.161099 32.717809, -117.161284 32.717807, -117.16184 32.717803, -117.162026 32.717802, -117.162026 32.718009, -117.162026 32.718632, -117.162027 32.718841, -117.161843 32.718842, -117.161293 32.718846, -117.16111 32.718848))"
060730053003010,564,"POLYGON ((-117.161089 32.716762, -117.161275 32.71676, -117.161835 32.716755, -117.162022 32.716755, -117.162022 32.716963, -117.162025 32.717592, -117.162026 32.717802, -117.16184 32.717803, -117.161284 32.717807, -117.161099 32.717809, -117.161097 32.717599, -117.161091 32.716971, -117.161089 32.716762))"
060730053003011,45,"POLYGON ((-117.161081 32.715696, -117.161262 32.715697, -117.161806 32.715701, -117.161988 32.715703, -117.161994 32.715909, -117.162014 32.71653, -117.162021 32.716737, -117.162021 32.71674, -117.162021 32.716751, -117.162022 32.716755, -117.161835 32.716755, -117.161275 32.71676, -117.161089 32.716762, -117.161089 32.716757, -117.161089 32.716744, -117.161089 32.71674, -117.161087 32.716531, -117.161082 32.715904, -117.161081 32.715696))"
060730053003012,65,"POLYGON ((-117.161988 32.715703, -117.16217 32.715704, -117.162719 32.715708, -117.162902 32.71571, -117.162904 32.715913, -117.16291 32.716527, -117.162913 32.716733, -117.162913 32.716735, -117.162913 32.716746, -117.162913 32.716751, -117.162734 32.716751, -117.1622 32.716752, -117.162022 32.716755, -117.162021 32.716751, -117.162021 32.71674, -117.162021 32.716737, -117.162014 32.71653, -117.161994 32.715909, -117.161988 32.715703))"
060730053003013,70,"POLYGON ((-117.162902 32.71571, -117.163086 32.715711, -117.16364 32.715715, -117.163825 32.715717, -117.163826 32.715919, -117.163831 32.716526, -117.163833 32.716729, -117.163833 32.716732, -117.163833 32.716741, -117.163833 32.716744, -117.163649 32.716745, -117.163096 32.716749, -117.162913 32.716751, -117.162913 32.716746, -117.162913 32.716735, -117.162913 32.716733, -117.16291 32.716527, -117.162904 32.715913, -117.162902 32.71571))"
060730053003014,81,"POLYGON ((-117.163833 32.716729, -117.163831 32.716526, -117.163826 32.715919, -117.163825 32.715717, -117.164003 32.715716, -117.164537 32.715719, -117.164716 32.715721, -117.164717 32.715921, -117.164721 32.716521, -117.164723 32.716723, -117.164723 32.716726, -117.164723 32.716735, -117.164723 32.716738, -117.164544 32.716738, -117.16401 32.716742, -117.163833 32.716744, -117.163833 32.716741, -117.163833 32.716732, -117.163833 32.716729))"
060730053003015,48,"POLYGON ((-117.163833 32.716744, -117.16401 32.716742, -117.164544 32.716738, -117.164723 32.716738, -117.164724 32.716946, -117.164727 32.717573, -117.164728 32.717782, -117.16455 32.717781, -117.164017 32.717778, -117.16384 32.717778, -117.163838 32.717571, -117.163834 32.716949, -117.163833 32.716744))"
060730053003016,390,"POLYGON ((-117.164723 32.716738, -117.1649 32.716735, -117.16543 32.716732, -117.165608 32.716731, -117.165606 32.716938, -117.165602 32.717562, -117.165602 32.71777, -117.165427 32.717771, -117.164902 32.717779, -117.164728 32.717782, -117.164727 32.717573, -117.164724 32.716946, -117.164723 32.716738))"
060730053003017,116,"POLYGON ((-117.165608 32.716731, -117.165784 32.716729, -117.166312 32.716724, -117.166489 32.716725, -117.166489 32.716932, -117.166489 32.71756, -117.16649 32.717769, -117.166312 32.717768, -117.165779 32.717768, -117.165602 32.71777, -117.165602 32.717562, -117.165606 32.716938, -117.165608 32.716731))"
060730053003018,289,"POLYGON ((-117.16561 32.71572, -117.165786 32.715719, -117.166314 32.715719, -117.166491 32.715719, -117.16649 32.715916, -117.166489 32.71651, -117.166489 32.71671, -117.166489 32.716713, -117.166489 32.716721, -117.166489 32.716725, -117.166312 32.716724, -117.165784 32.716729, -117.165608 32.716731, -117.165608 32.716728, -117.165608 32.716718, -117.165608 32.716717, -117.165608 32.716517, -117.165609 32.715919, -117.16561 32.71572))"
060730053003019,243,"POLYGON ((-117.164723 32.716723, -117.164721 32.716521, -117.164717 32.715921, -117.164716 32.715721, -117.164894 32.715719, -117.165431 32.715719, -117.16561 32.71572, -117.165609 32.715919, -117.165608 32.716517, -117.165608 32.716717, -117.165608 32.716718, -117.165608 32.716728, -117.165608 32.716731, -117.16543 32.716732, -117.1649 32.716735, -117.164723 32.716738, -117.164723 32.716735, -117.164723 32.716726, -117.164723 32.716723))"
060730053003020,15,"POLYGON ((-117.164702 32.714638, -117.164883 32.714633, -117.165426 32.714619, -117.165608 32.714615, -117.165608 32.714836, -117.165609 32.715499, -117.16561 32.71572, -117.165431 32.715719, -117.164894 32.715719, -117.164716 32.715721, -117.164713 32.715504, -117.164704 32.714854, -117.164702 32.714638))"
060730053003021,24,"POLYGON ((-117.163814 32.714639, -117.163991 32.714638, -117.164524 32.714638, -117.164702 32.714638, -117.164704 32.714854, -117.164713 32.715504, -117.164716 32.715721, -117.164537 32.715719, -117.164003 32.715716, -117.163825 32.715717, -117.163822 32.715501, -117.163816 32.714854, -117.163814 32.714639))"
060730053003022,531,"POLYGON ((-117.16381 32.713611, -117.16381 32.713684, -117.16381 32.713906, -117.16381 32.71398, -117.16381 32.714111, -117.163813 32.714506, -117.163814 32.714639, -117.163816 32.714854, -117.163822 32.715501, -117.163825 32.715717, -117.16364 32.715715, -117.163086 32.715711, -117.162902 32.71571, -117.162901 32.715538, -117.162899 32.715024, -117.162899 32.714854, -117.162898 32.714717, -117.162811 32.714717, -117.162466 32.714718, -117.16214 32.714716, -117.161997 32.714716, -117.161996 32.714796, -117.161994 32.714976, -117.161989 32.715521, -117.161988 32.715703, -117.161806 32.715701, -117.161262 32.715697, -117.161081 32.715696, -117.16108 32.715485, -117.161077 32.714852, -117.161077 32.714643, -117.161076 32.714438, -117.161073 32.713825, -117.161072 32.713621, -117.161071 32.713406, -117.161068 32.712767, -117.161068 32.712554, -117.161247 32.712553, -117.161785 32.712553, -117.161965 32.712553, -117.162147 32.71255, -117.162696 32.712549, -117.162879 32.712549, -117.163063 32.712548, -117.163617 32.712548, -117.163802 32.712548, -117.163803 32.71276, -117.163808 32.713397, -117.16381 32.713611))"
060730053003023,31,"POLYGON ((-117.161988 32.715703, -117.161989 32.715521, -117.161994 32.714976, -117.161996 32.714796, -117.161997 32.714716, -117.16214 32.714716, -117.162466 32.714718, -117.162811 32.714717, -117.162898 32.714717, -117.162899 32.714854, -117.162899 32.715024, -117.162901 32.715538, -117.162902 32.71571, -117.162719 32.715708, -117.16217 32.715704, -117.161988 32.715703))"
060730053003024,14,"POLYGON ((-117.16381 32.71398, -117.16381 32.713906, -117.16381 32.713684, -117.16381 32.713611, -117.163986 32.713611, -117.164514 32.713611, -117.164688 32.713612, -117.164693 32.713818, -117.164699 32.714433, -117.164702 32.714638, -117.164524 32.714638, -117.163991 32.714638, -117.163814 32.714639, -117.163813 32.714506, -117.16381 32.714111, -117.16381 32.71398))"
060730053003025,1,"POLYGON ((-117.164691 32.713613, -117.164873 32.713574, -117.165421 32.713572, -117.165604 32.713573, -117.165604 32.71378, -117.165607 32.714405, -117.165608 32.714615, -117.165426 32.714619, -117.164883 32.714633, -117.164702 32.714638, -117.164699 32.714433, -117.164693 32.713818, -117.164688 32.713612, -117.164691 32.713613))"
060730053003026,1,"POLYGON ((-117.165604 32.713573, -117.16578 32.713572, -117.166311 32.713569, -117.166488 32.713569, -117.166488 32.713775, -117.166488 32.714396, -117.166489 32.714603, -117.166312 32.714605, -117.165784 32.714612, -117.165608 32.714615, -117.165607 32.714405, -117.165604 32.71378, -117.165604 32.713573))"
060730053003027,7,"POLYGON ((-117.165608 32.714615, -117.165784 32.714612, -117.166312 32.714605, -117.166489 32.714603, -117.166489 32.714826, -117.16649 32.715494, -117.166491 32.715719, -117.166314 32.715719, -117.165786 32.715719, -117.16561 32.71572, -117.165609 32.715499, -117.165608 32.714836, -117.165608 32.714615))"
060730053003028,125,"POLYGON ((-117.164677 32.712544, -117.164679 32.71275, -117.164688 32.713368, -117.164691 32.713613, -117.164688 32.713612, -117.164514 32.713611, -117.163986 32.713611, -117.16381 32.713611, -117.163808 32.713397, -117.163803 32.71276, -117.163802 32.712548, -117.163977 32.712547, -117.164501 32.712544, -117.164677 32.712544))"
060730053003029,83,"POLYGON ((-117.161037 32.711485, -117.161219 32.711483, -117.161765 32.71148, -117.161948 32.711479, -117.161951 32.711692, -117.161961 32.712338, -117.161965 32.712553, -117.161785 32.712553, -117.161247 32.712553, -117.161068 32.712554, -117.161061 32.712339, -117.161043 32.711698, -117.161037 32.711485))"
060730053004000,42,"POLYGON ((-117.161948 32.711479, -117.162129 32.711477, -117.162675 32.711472, -117.162858 32.711472, -117.162862 32.711686, -117.162874 32.712333, -117.162879 32.712549, -117.162696 32.712549, -117.162147 32.71255, -117.161965 32.712553, -117.161961 32.712338, -117.161951 32.711692, -117.161948 32.711479))"
060730053004001,74,"POLYGON ((-117.162858 32.711472, -117.163039 32.711471, -117.163586 32.711468, -117.163768 32.711468, -117.163774 32.711684, -117.163795 32.712332, -117.163802 32.712548, -117.163617 32.712548, -117.163063 32.712548, -117.162879 32.712549, -117.162874 32.712333, -117.162862 32.711686, -117.162858 32.711472))"
060730053004002,25,"POLYGON ((-117.163768 32.711468, -117.163951 32.711467, -117.164501 32.711464, -117.164685 32.711464, -117.164683 32.71168, -117.164678 32.712327, -117.164677 32.712544, -117.164501 32.712544, -117.163977 32.712547, -117.163802 32.712548, -117.163795 32.712332, -117.163774 32.711684, -117.163768 32.711468))"
060730053004003,6,"POLYGON ((-117.165598 32.711471, -117.165599 32.711685, -117.165602 32.712328, -117.165603 32.712543, -117.165417 32.712542, -117.164862 32.712542, -117.164677 32.712544, -117.164678 32.712327, -117.164683 32.71168, -117.164685 32.711464, -117.164867 32.711464, -117.165415 32.711469, -117.165598 32.711471))"
060730053004004,7,"POLYGON ((-117.164691 32.713613, -117.164688 32.713368, -117.164679 32.71275, -117.164677 32.712544, -117.164862 32.712542, -117.165417 32.712542, -117.165603 32.712543, -117.165603 32.712747, -117.165603 32.713366, -117.165604 32.713573, -117.165421 32.713572, -117.164873 32.713574, -117.164691 32.713613))"
060730053004005,10,"POLYGON ((-117.165604 32.713573, -117.165603 32.713366, -117.165603 32.712747, -117.165603 32.712543, -117.165779 32.712542, -117.16631 32.712539, -117.166487 32.712539, -117.166487 32.712745, -117.166487 32.713363, -117.166488 32.713569, -117.166311 32.713569, -117.16578 32.713572, -117.165604 32.713573))"
060730053004006,7,"POLYGON ((-117.165598 32.711471, -117.165779 32.711471, -117.166324 32.711471, -117.166506 32.711472, -117.166502 32.711685, -117.16649 32.712325, -117.166487 32.712539, -117.16631 32.712539, -117.165779 32.712542, -117.165603 32.712543, -117.165602 32.712328, -117.165599 32.711685, -117.165598 32.711471))"
060730054001004,50,"POLYGON ((-117.163737 32.709098, -117.163736 32.708998, -117.163733 32.7087, -117.163732 32.708601, -117.163996 32.708748, -117.164791 32.709189, -117.165056 32.709336, -117.165008 32.709397, -117.164882 32.709563, -117.164869 32.70958299999999, -117.164829 32.70965, -117.164809 32.709682, -117.164791 32.709719, -117.164748 32.709815, -117.164707 32.70994, -117.164705 32.709944, -117.16469 32.710024, -117.1645 32.70989, -117.16393 32.70949, -117.16374 32.709357, -117.163739 32.709305, -117.163739 32.709255, -117.163737 32.709148, -117.163737 32.709098))"
060730054001005,11,"POLYGON ((-117.165056 32.709336, -117.165351 32.709497, -117.166236 32.709981, -117.167597 32.710725, -117.168205 32.711061, -117.168151 32.711126, -117.168138 32.711145, -117.168044 32.711239, -117.167965 32.711302, -117.167938 32.711324, -117.167895 32.71135, -117.167855 32.711373, -117.1678 32.711396, -117.167739 32.711423, -117.167632 32.711453, -117.167504 32.711472, -117.167495 32.711472, -117.16739 32.711474, -117.16739 32.711385, -117.16739 32.711118, -117.167585 32.710719, -117.16688 32.710751, -117.166753 32.710681, -117.166236 32.710388, -117.165817 32.710163, -117.165345 32.709918, -117.164945 32.709711, -117.164829 32.70965, -117.164869 32.70958299999999, -117.164882 32.709563, -117.165008 32.709397, -117.165056 32.709336))"
060730054001006,35,"POLYGON ((-117.166506 32.711472, -117.166324 32.711471, -117.165779 32.711471, -117.165598 32.711471, -117.165594 32.711258, -117.165584 32.710622, -117.165581 32.71041, -117.165399 32.710409, -117.164855 32.710408, -117.164674 32.710408, -117.164672 32.71033, -117.164671 32.710212, -117.164678 32.710099, -117.16468 32.710075, -117.16469 32.710024, -117.16524 32.710199, -117.165807 32.71038, -117.166838 32.710862, -117.166886 32.710885, -117.167585 32.710719, -117.16739 32.711118, -117.16739 32.711385, -117.16739 32.711474, -117.167213 32.711472, -117.166682 32.711472, -117.166506 32.711472))"
060730054001007,26,"POLYGON ((-117.167585 32.710719, -117.166886 32.710885, -117.166838 32.710862, -117.165807 32.71038, -117.16524 32.710199, -117.16469 32.710024, -117.164705 32.709944, -117.164707 32.70994, -117.164748 32.709815, -117.164791 32.709719, -117.164809 32.709682, -117.164829 32.70965, -117.164945 32.709711, -117.165345 32.709918, -117.165817 32.710163, -117.166236 32.710388, -117.166753 32.710681, -117.16688 32.710751, -117.167585 32.710719))"
060730054001009,19,"POLYGON ((-117.161194 32.707189, -117.161733 32.70749, -117.163097 32.708247, -117.163732 32.708601, -117.163733 32.7087, -117.163736 32.708998, -117.163737 32.709098, -117.163213 32.708807, -117.161645 32.707938, -117.161122 32.707649, -117.160994 32.707578, -117.160954 32.707555, -117.160451 32.707282, -117.160283 32.707192, -117.1603 32.707173, -117.160339 32.707122, -117.160504 32.706909, -117.16056 32.706838, -117.161194 32.707189))"
060730054001010,120,"POLYGON ((-117.161122 32.707649, -117.161645 32.707938, -117.163213 32.708807, -117.163737 32.709098, -117.163737 32.709148, -117.163739 32.709255, -117.163739 32.709305, -117.16374 32.709357, -117.163561 32.709358, -117.16346 32.709359, -117.163027 32.709362, -117.162849 32.709364, -117.162908 32.709299, -117.163089 32.709106, -117.163149 32.709042, -117.162711 32.708776, -117.161397 32.70798, -117.16096 32.707715, -117.16081 32.707628, -117.16036 32.707372, -117.160211 32.707289, -117.160225 32.707268, -117.160268 32.707211, -117.160283 32.707192, -117.160451 32.707282, -117.160954 32.707555, -117.160994 32.707578, -117.161122 32.707649))"
060730054001011,94,"POLYGON ((-117.161913 32.709373, -117.16191 32.709161, -117.161904 32.708523, -117.161902 32.708313, -117.161721 32.708314, -117.161178 32.708319, -117.160998 32.708322, -117.16099 32.708199, -117.160967 32.707836, -117.16096 32.707715, -117.161397 32.70798, -117.162711 32.708776, -117.163149 32.709042, -117.163089 32.709106, -117.162908 32.709299, -117.162849 32.709364, -117.162661 32.709365, -117.1621 32.70937, -117.161913 32.709373))"
060730054001012,106,"POLYGON ((-117.161913 32.709373, -117.161734 32.709373, -117.1612 32.709375, -117.161022 32.709377, -117.161017 32.709166, -117.161002 32.708533, -117.160998 32.708322, -117.161178 32.708319, -117.161721 32.708314, -117.161902 32.708313, -117.161904 32.708523, -117.16191 32.709161, -117.161913 32.709373))"
060730054001013,58,"POLYGON ((-117.160105 32.709376, -117.160102 32.709166, -117.160093 32.708534, -117.160091 32.708326, -117.160272 32.708323, -117.160816 32.708322, -117.160998 32.708322, -117.161002 32.708533, -117.161017 32.709166, -117.161022 32.709377, -117.160838 32.709376, -117.160288 32.709376, -117.160105 32.709376))"
060730054001014,15,"POLYGON ((-117.160998 32.708322, -117.160816 32.708322, -117.160272 32.708323, -117.160091 32.708326, -117.16009 32.708112, -117.16009 32.707556, -117.160095 32.707513, -117.160106 32.707473, -117.160119 32.707433, -117.160157 32.707358, -117.160211 32.707289, -117.16036 32.707372, -117.16081 32.707628, -117.16096 32.707715, -117.160967 32.707836, -117.16099 32.708199, -117.160998 32.708322))"
060730054002000,183,"POLYGON ((-117.166488 32.718819, -117.166668 32.718818, -117.167207 32.718815, -117.167388 32.718815, -117.167389 32.719028, -117.167394 32.719668, -117.167396 32.719882, -117.167214 32.719882, -117.16667 32.719882, -117.166489 32.719883, -117.166488 32.71967, -117.166488 32.719031, -117.166488 32.718819))"
060730054002001,30,"POLYGON ((-117.167388 32.718815, -117.167565 32.718814, -117.168098 32.718814, -117.168276 32.718814, -117.168275 32.719026, -117.168274 32.719665, -117.168274 32.71988, -117.168098 32.71988, -117.167571 32.719881, -117.167396 32.719882, -117.167394 32.719668, -117.167389 32.719028, -117.167388 32.718815))"
060730054002002,57,"POLYGON ((-117.169167 32.718813, -117.169166 32.719025, -117.169165 32.719664, -117.169165 32.719877, -117.168986 32.719876, -117.168452 32.719879, -117.168274 32.71988, -117.168274 32.719665, -117.168275 32.719026, -117.168276 32.718814, -117.168454 32.718812, -117.168988 32.718812, -117.169167 32.718813))"
060730054002003,108,"POLYGON ((-117.169166 32.717766, -117.169166 32.717644, -117.169166 32.717286, -117.169167 32.717166, -117.169167 32.717073, -117.169167 32.716797, -117.169167 32.716705, -117.169167 32.71634, -117.169167 32.715895, -117.169167 32.71576, -117.169167 32.715715, -117.16931 32.715714, -117.169738 32.715714, -117.170067 32.715714, -117.169879 32.715726, -117.169873 32.715736, -117.169839 32.715801, -117.169828 32.715823, -117.169817 32.715879, -117.169785 32.716051, -117.169775 32.716108, -117.169786 32.716135, -117.169799 32.7162, -117.169832 32.716442, -117.169838 32.716485, -117.169968 32.717255, -117.169961 32.71745, -117.169949 32.717791, -117.169941 32.717993, -117.169921 32.718598, -117.169914 32.718802, -117.169906 32.719016, -117.169883 32.71966099999999, -117.169879 32.719801, -117.169879 32.719876, -117.169736 32.719876, -117.169307 32.719876, -117.169165 32.719877, -117.169165 32.719664, -117.169166 32.719025, -117.169167 32.718813, -117.169166 32.718603, -117.169166 32.717975, -117.169166 32.717766))"
060730054002007,55,"POLYGON ((-117.171065 32.717889, -117.171049 32.718524, -117.171043 32.718804, -117.170067 32.7188, -117.169947 32.718802, -117.16994 32.718801, -117.16992 32.718801, -117.169914 32.718802, -117.169921 32.718598, -117.169941 32.717993, -117.169949 32.717791, -117.169961 32.71745, -117.169968 32.717255, -117.169838 32.716485, -117.169832 32.716442, -117.169799 32.7162, -117.169786 32.716135, -117.169775 32.716108, -117.169785 32.716051, -117.169817 32.715879, -117.169828 32.715823, -117.169839 32.715801, -117.169873 32.715736, -117.169879 32.715726, -117.170067 32.715714, -117.17027 32.715713, -117.170891 32.715712, -117.171098 32.715712, -117.1711 32.716051, -117.171106 32.717056, -117.171105 32.717067, -117.171093 32.717408, -117.17109 32.717523, -117.171078 32.717686, -117.171065 32.717889))"
060730054002009,17,"POLYGON ((-117.172803 32.711469, -117.172893 32.711682, -117.173128 32.712233, -117.173129 32.712234, -117.173129 32.712328, -117.17313 32.712561, -117.173129 32.712853, -117.173128 32.7136, -117.173127 32.713729, -117.173125 32.714022, -117.173123 32.714249, -117.173122 32.714622, -117.173116 32.714931, -117.173113 32.715159, -117.173111 32.715268, -117.173105 32.715598, -117.173104 32.715708, -117.172702 32.715708, -117.171499 32.715711, -117.171098 32.715712, -117.171096 32.71549, -117.171091 32.714824, -117.17109 32.714602, -117.171088 32.714399, -117.171083 32.713789, -117.171082 32.713587, -117.17108 32.713374, -117.171076 32.712736, -117.171075 32.712524, -117.171071 32.712314, -117.17106 32.711689, -117.171057 32.711482, -117.171244 32.71148, -117.171805 32.711474, -117.171993 32.711473, -117.172154 32.711472, -117.17264 32.711469, -117.172803 32.711469))"
060730054002010,43,"POLYGON ((-117.170067 32.715714, -117.170064 32.71549, -117.170065 32.714821, -117.170066 32.714598, -117.17027 32.714598, -117.170885 32.714601, -117.17109 32.714602, -117.171091 32.714824, -117.171096 32.71549, -117.171098 32.715712, -117.170891 32.715712, -117.17027 32.715713, -117.170067 32.715714))"
060730054002011,9,"POLYGON ((-117.169882 32.7146, -117.169887 32.714599, -117.169936 32.714599, -117.170066 32.714598, -117.170065 32.714821, -117.170064 32.71549, -117.170067 32.715714, -117.169738 32.715714, -117.16931 32.715714, -117.169167 32.715715, -117.169167 32.715491, -117.16917 32.71482, -117.169172 32.714597, -117.16935 32.714596, -117.169835 32.7146, -117.169882 32.7146))"
060730054002012,95,"POLYGON ((-117.166489 32.714603, -117.166488 32.714396, -117.166488 32.713775, -117.166488 32.713569, -117.166703 32.713625, -117.16735 32.713794, -117.167566 32.713851, -117.167529 32.713586, -117.167418 32.712798, -117.167381 32.712535, -117.167562 32.712533, -117.168106 32.712533, -117.168288 32.712534, -117.168449 32.712533, -117.168934 32.71253, -117.169096 32.71253, -117.169112 32.71253, -117.169159 32.71253, -117.169176 32.71253, -117.169213 32.712615, -117.169324 32.712873, -117.169362 32.712959, -117.169328 32.712894, -117.169298 32.712837, -117.169215 32.712707, -117.169189 32.712666, -117.169176 32.712647, -117.169175 32.712832, -117.169174 32.713388, -117.169174 32.713574, -117.169173 32.713777, -117.169172 32.714391, -117.169172 32.714597, -117.16917 32.71482, -117.169167 32.715491, -117.169167 32.715715, -117.168989 32.715715, -117.168456 32.715715, -117.168279 32.715716, -117.168097 32.715716, -117.167553 32.715716, -117.167372 32.715718, -117.167195 32.715718, -117.166667 32.715718, -117.166491 32.715719, -117.16649 32.715494, -117.166489 32.714826, -117.166489 32.714603))"
060730054002013,57,"POLYGON ((-117.166489 32.71671, -117.166489 32.71651, -117.16649 32.715916, -117.166491 32.715719, -117.166667 32.715718, -117.167195 32.715718, -117.167372 32.715718, -117.167373 32.715885, -117.167376 32.716392, -117.167378 32.716562, -117.167378 32.716593, -117.167378 32.716686, -117.167379 32.716718, -117.1672 32.716718, -117.166666 32.716723, -117.166489 32.716725, -117.166489 32.716721, -117.166489 32.716713, -117.166489 32.71671))"
060730054002014,69,"POLYGON ((-117.166489 32.716725, -117.166666 32.716723, -117.1672 32.716718, -117.167379 32.716718, -117.16738 32.716928, -117.167383 32.717557, -117.167384 32.717768, -117.167205 32.717768, -117.166668 32.717768, -117.16649 32.717769, -117.166489 32.71756, -117.166489 32.716932, -117.166489 32.716725))"
060730054002015,32,"POLYGON ((-117.16649 32.717769, -117.166668 32.717768, -117.167205 32.717768, -117.167384 32.717768, -117.167384 32.717976, -117.167387 32.718604, -117.167388 32.718815, -117.167207 32.718815, -117.166668 32.718818, -117.166488 32.718819, -117.166488 32.718608, -117.166489 32.717979, -117.16649 32.717769))"
060730054002016,14,"POLYGON ((-117.167384 32.717768, -117.167562 32.717767, -117.168099 32.717767, -117.168278 32.717767, -117.168277 32.717976, -117.168276 32.718604, -117.168276 32.718814, -117.168098 32.718814, -117.167565 32.718814, -117.167388 32.718815, -117.167387 32.718604, -117.167384 32.717976, -117.167384 32.717768))"
060730054002017,15,"POLYGON ((-117.168278 32.717767, -117.168455 32.717765, -117.168988 32.717765, -117.169166 32.717766, -117.169166 32.717975, -117.169166 32.718603, -117.169167 32.718813, -117.168988 32.718812, -117.168454 32.718812, -117.168276 32.718814, -117.168276 32.718604, -117.168277 32.717976, -117.168278 32.717767))"
