OBJECTID,APN,APN_8,PARCELID,FRACTINT,LEGLDESC,ASR_LAND,ASR_IMPR,ASR_TOTAL,DOCTYPE,DOCNMBR,DOCDATE,ACREAGE,TAXSTAT,OWNEROCC,TRANUM,ASR_ZONE,UNITQTY,SUBMAP,SUBNAME,BEDROOMS,BATHS,POOL,PAR_VIEW,SITUS_ZIP,X_COORD,Y_COORD,SUB_TYPE,MULTI,Shape_Length,Shape_Area,SITUS_JURI,SITUS_STRE,SITUS_SUFF,SITUS_POST,SITUS_PRE_,SITUS_ADDR,SITUS_FRAC,SITUS_BUIL,SITUS_SUIT,ASR_LANDUS,NUCLEUS_ZO,NUCLEUS_US,SITUS_COMM,YEAR_EFFEC,TOTAL_LVG_,ADDITION_A,GARAGE_CON,GARAGE_STA,CARPORT_ST,USABLE_SQ_,QUAL_CLASS,NUCLEUS_SI,NUCLEUS__1,NUCLEUS__2,OVERLAY_JU,SHAPE_STAr,SHAPE_STLe
440129,5332231328,53322313,136033,1,LOT 2*USS308PER DOC06-88394&UND INT IN\,85421,187928,273349,2,297311,060308,0,T,Y,08242,1,1,015180, ,000,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,308,17,10,171,SAN DIEGO,04,365,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
440239,5332231325,53322313,136033,1,LOT 2*USS305PER DOC06-88394&UND INT IN\,81035,199892,280927,1,827954,123112,0,T, ,08242,1,1,015180, ,002,020, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,305,17,10,171,SAN DIEGO,04,796,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
449647,5332330500,53323305,6940,1,BLK 38*LOT 4*,728369,132425,860794,6,113944,032919,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279283.47614,1844409.74032,1,N,286.3779076553028,4616.22318790453,SD,INDIA,ST, , ,0, , , ,35,60,351,SAN DIEGO,99,1241,0, , , ,05000,S,0,0, ,SD,4616.20410156,286.377415889
457140,5332231343,53322313,136033,1,LOT 2*USS404PER DOC06-88394&UND INT IN\,128168,259900,388068,1,083408,022117,0,T,Y,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,404,17,10,171,SAN DIEGO,04,631,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
496479,5332321100,53323211,244332,1,BLK 39*LOT 11*,99470,527470,626940,2,716347,100301,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2518,6279128.37811,1844276.00829,1,N,301.547862310656,4963.738017525222,SD,INDIA,ST, , ,1740, , , ,21,60,210,SAN DIEGO,99,2595,2605, , , ,04892,D070,1740,1742, ,SD,4963.73925781,301.547552813
506150,5333521700,53335217,136003,1,BLK 32*LOTS 1&2&11&12\,184514,230907,415421,7,016955,061071,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2501,6279652.77254,1843988.31112,1,N,598.0982135715681,19903.907829809265,SD,COLUMBIA,ST, , ,1659, , , ,71,60,710,SAN DIEGO,00,16044,0, , , , , ,1659,1669, ,SD,19903.8994141,598.098312133
520479,5332321000,53323210,244331,1,BLK 39*LOT 10*,302308,122527,424835,2,217069,053018,0,T,Y,08242,6,2,CC1-1874,MIDDLETOWN,000,000, , ,92101-2518,6279135.55264,1844229.11074,1,N,301.6588996806378,4961.274684854743,SD,INDIA,ST, , ,1726, , , ,13,60,130,SAN DIEGO,52,4256,0, , , ,04900,D055,1726,1728, ,SD,4961.25585938,301.658294644
520890,5332330300,53323303,244337,1,BLK 38*LOT 3*N 1/2*,1077391,484824,1562215,1,402230,091714,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2519,6279273.89741,1844469.23577,1,N,237.19963815379688,2345.5864373703334,SD,INDIA,ST, , ,1825, , , ,21,60,210,SAN DIEGO,37,2542,2500, , , ,02500, ,1825,1827, ,SD,2345.58105469,237.199637383
530679,5332231350,53322313,136033,1,LOT 2*USS411PER DOC06-88394&UND INT IN\,96174,237111,333285,1,264825,050412,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,411,17,10,171,SAN DIEGO,04,817,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
533434,5332330700,53323307,244340,1,BLK 38*LOT 6*,748929,155261,904190,2,321226,062510,0,T, ,08242,7,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2517,6279299.35493,1844311.36427,1,N,287.1283066998502,4600.366107101785,SD,INDIA,ST, , ,1743, , , ,43,70,430,SAN DIEGO,00,4900,4900, , , ,05000, ,1743,0, ,SD,4600.37109375,287.128528145
549992,5332230704,53322307,193650,1,BLK 43*US 4 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,164836,406597,571433,2,007568,010517,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, ,N,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,104,17,10,171,SAN DIEGO,93,1037,0, ,002,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
550060,5332411200,53324112,136022,1,BLK 37*LOTS 3&4&10\,901412,11994185,12895597,1,645894,100992,0,T, ,08242,6,193,CC1-1874,MIDDLETOWN, , ,Y, ,92101-2505,6279523.189,1844575.39675,1,N,589.02457510305,14582.313860668844,SD,COLUMBIA,ST, , ,1835, , , ,26,60,260,SAN DIEGO,97,87328,0, , , ,14550,D065,1835,0, ,SD,14582.3271484,589.025324745
572289,5332321300,53323213,244334,1,BLK 39*LOT 13*,415506,0,415506,2,733138,111098,0,T, ,08242,6,4,CC1-1874,MIDDLETOWN,000,000, , ,92101-2520,6279112.8827,1844377.06901,1,N,301.9735566356556,4988.716044617169,SD,INDIA,ST, , ,1802, , , ,13,60,130,SAN DIEGO,19,2583,0, , , ,04900,D045,1802,1808, ,SD,4988.73535156,301.973936524
579140,5333510600,53335106,135999,1,BLK 31*LOT 10*,43878,201507,245385,2,295643,061516,0,T, ,08242,6,5,CC1-1874,MIDDLETOWN,000,000, , ,92101-2567,6279427.68452,1843914.8093,1,N,299.5687424715592,4989.17661965174,SD,COLUMBIA,ST, , ,1642, , , ,14,60,140,SAN DIEGO,25,4831,0, , , , , ,1642,0, ,SD,4989.18945313,299.56905307
598553,5332231338,53322313,136033,1,LOT 2*USS318PER DOC06-88394&UND INT IN\,93676,203327,297003,1,831666,112106,0,T,Y,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,318,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
598716,5332231321,53322313,136033,1,LOT 2*USS301PER DOC06-88394&UND INT IN\,82790,162271,245061,1,803078,122012,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,301,17,10,171,SAN DIEGO,04,585,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
606799,5332330100,53323301,193651,2,BLK 38*LOT 1*,475562,39613,515175,2,244481,051916,0,T, ,08242,6,4,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279256.20741,1844571.74854,1,N,313.76984782757114,5805.456987369676,SD,FIR,ST, ,W,619, , , ,21,60,210,SAN DIEGO,61,3952,0, , , ,06174,D045,619,621, ,SD,5805.43554688,313.769353968
623838,5332331700,53323317,136015,1,BLK 38*LOT 17*,1326510,0,1326510,1,636109,121115,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,003,020,N, ,92101-2506,6279370.59904,1844473.76691,1,N,296.0490087083581,4860.518090389018,SD,COLUMBIA,ST, , ,1824, , , ,11,60,110,SAN DIEGO,14,1232,0,N,001, ,04890,D050D,1824,0, ,SD,4860.52148438,296.049012702
630172,5332331800,53323318,1546037,2,BLK 38*LOT 18*,32908,13229,46137,1,550756,112817,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,003,010,N, ,92101-2506,6279361.22219,1844526.29915,1,N,304.43965709890045,5279.699223716362,SD,COLUMBIA,ST, , ,1830, , , ,11,60,110,SAN DIEGO,40,1310,0,N,001, , ,D060D,1830,0, ,SD,5279.69824219,304.439551914
630544,5332230703,53322307,193650,1,BLK 43*US 3 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,43736,99452,143188,1,054182,012893,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,101,17,10,170,SAN DIEGO,93,682,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
630710,5332231373,53322313,136033,3,LOT 2*USS515PER DOC06-88394&UND INT IN\,71751,130809,202560,1,458243,080312,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2248,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,515,17,10,171,SAN DIEGO,04,609,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
662795,5332331100,53323311,158735,1,BLK 38*LOTS 10 & 11*E 50 FT OF*,1435076,0,1435076,1,401579,091714,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279443.18324,1844170.87037,1,N,274.1516327121061,4434.955698108201,SD,DATE,ST, ,W,506, , , ,31,60,311,SAN DIEGO,00,0,0, , , ,04300, ,506,0, ,SD,4434.97363281,274.152004105
666533,5332231304,53322313,136033,1,LOT 2*USS203PER DOC06-88394&UND INT IN\,68907,180312,249219,1,161373,032911,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,203,17,10,171,SAN DIEGO,04,603,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
666895,5332231365,53322313,136033,1,LOT 2*USS507PER DOC06-88394&UND INT IN\,86576,213558,300134,1,113648,030609,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,507,17,10,171,SAN DIEGO,04,805,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
667048,5332231355,53322313,136033,1,LOT 2*USS416PER DOC06-88394&UND INT IN\,69425,167782,237207,2,409151,092214,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,416,17,10,171,SAN DIEGO,04,561,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
667216,5332231356,53322313,136033,1,LOT 2*USS417PER DOC06-88394&UND INT IN\,84069,186688,270757,1,818315,111606,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,417,17,10,171,SAN DIEGO,04,599,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
667230,5332231346,53322313,136033,1,LOT 2*USS407PER DOC06-88394&UND INT IN\,107738,307054,414792,1,552096,121514,0,T, ,08242,1,1,015180, ,002,020, ,N,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,407,17,10,171,SAN DIEGO,04,805,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
674547,5335820900,53358209,193656,1,BLK 44*LOTS 7 & 8*W 1/2*,330668,0,330668,1,273573,052711,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2204,6279538.24614,1844832.49132,1,N,300.3392869689389,5009.925093849074,SD,FIR,ST, ,W,520, , , ,20,60,200,SAN DIEGO,00,0,0, , , ,05000, ,520,522, ,SD,5009.92285156,300.338813774
680604,5333131019,53331310,258424,1,LOT 1*US 19PER DOC06-117660&UND INT IN\,90076,275864,365940,1,524466,100611,0,T, ,08242,1,1,015269, ,002,020, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,19,17,10,171,SAN DIEGO,01,896,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
687218,5335821900,53358219,136039,1,PAR 1\,4000000,17578500,21578500,1,291145,071718,0,T, ,08242,6,40,PM20819, ,000,000, , ,92101-2260,6279467.6016,1844807.24007,1,N,400.459891280267,10021.675138628978,SD,COLUMBIA,ST, , ,1907, , , ,21,60,217,SAN DIEGO,12,40974,0, , , ,10200,D075,1907,0, ,SD,10021.6816406,400.460232374
696265,5332240701,53322407,5280313,1,PAR 1*US 1 PER DOC15-0666293&UND INT IN\,650517,1864442,2514959,2,329818,070116,0,T, ,08242,6,1,PM20694, ,003,035, , ,92101-2253,6279005.2795,1844615.28975,1,N,498.5982843209388,9977.676207451701,SD,FIR,ST, ,W,750, , ,600,17,60,171,SAN DIEGO,09,5683,0, , , ,00000,B075,750,0, ,SD,9977.64746094,498.598014388
705410,5332320200,53323202,258430,1,BLK 39*LOT 2*S 4 FT LOT 1 & /EXC S 4 FT/*,45122,31872,76994,3,903702,071508,0,T, ,08242,7,4,CC1-1874,MIDDLETOWN,000,000, , ,92101-2523,6279007.27725,1844411.99375,1,N,291.5745412128774,4767.535478534763,SD,KETTNER,BLVD, , ,1765, , , ,13,70,130,SAN DIEGO,54,3878,0, , , ,04900,D055,1765,1771, ,SD,4767.52050781,291.574036784
723442,5332330400,53323304,244338,1,BLK 38*LOT 3*S 1/2*,27516,4319,31835,6,113944,032919,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2519,6279277.87929,1844444.50349,1,N,237.70537354580878,2351.2916718690303,SD,INDIA,ST, , ,1823, , , ,31,60,310,SAN DIEGO,00,0,0, , , , , ,1823,0, ,SD,2351.29980469,237.705517571
730020,5332231306,53322313,136033,5,LOT 2*USS205PER DOC06-88394&UND INT IN\,91443,202568,294011,1,056829,021114,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,205,17,10,171,SAN DIEGO,04,796,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
736069,5332231301,53322313,136033,1,LOT 2*USS200PER DOC06-88394&UND INT IN\,91000,209000,300000,1,115053,030508,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,200,17,10,171,SAN DIEGO,04,459,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
743155,5333510700,53335107,136000,1,BLK 31*LOT 11*,421604,1637265,2058869,1,100336,021899,0,T, ,08242,6,56,CC1-1874,MIDDLETOWN,000,000, , ,92101-2502,6279428.13788,1843964.80685,1,N,299.5445271924056,4988.596170138582,SD,COLUMBIA,ST, , ,1654, , , ,26,60,260,SAN DIEGO,89,17220,0, , , ,05000,D060,1654,0, ,SD,4988.59667969,299.544615688
743411,5332330600,53323306,244339,3,BLK 38*LOT 5*,143428,80976,224404,1,479395,091511,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN,000,000, , ,92101-2517,6279291.49504,1844359.93326,1,N,291.4886650666891,4830.909342811789,SD,INDIA,ST, , ,1747, , , ,21,60,210,SAN DIEGO,00,0,0, , , , , ,1747,1753, ,SD,4830.90234375,291.488565719
746459,5332320400,53323204,258432,1,BLK 39*LOT 4*S 4 FT LOT 3 & /EXC S 4 FT/*,45122,9910,55032,3,904162,042915,0,T, ,08242,7,2,CC1-1874,MIDDLETOWN,000,000, , ,92101,6279021.43168,1844318.19927,1,N,298.3377305958762,5045.239730344766,SD,KETTNER,BLVD, , ,1743, , , ,21,70,210,SAN DIEGO,00,0,0, , , ,04890, ,1743,1747, ,SD,5045.234375,298.337421264
747464,5333131004,53331310,258424,1,LOT 1*US 4 PER DOC06-117660&UND INT IN\,174737,203424,378161,1,507987,112014,0,T, ,08242,1,1,015269, ,001,010, , ,92101-2537,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,04,17,10,171,SAN DIEGO,01,761,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
747465,5333131013,53331310,258424,1,LOT 1*US 13PER DOC06-117660&UND INT IN\,152859,138089,290948,2,356584,080717,0,T,Y,08242,1,1,015269, ,001,015, ,N,92101-2539,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,13,17,10,171,SAN DIEGO,01,733,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
748237,5333131020,53331310,258424,1,LOT 1*US 20PER DOC06-117660&UND INT IN\,150207,192263,342470,1,107088,022511,0,T, ,08242,1,1,015269, ,002,010, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,20,17,10,171,SAN DIEGO,01,893,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
748411,5333131015,53331310,258424,1,LOT 1*US 15PER DOC06-117660&UND INT IN\,256912,328848,585760,1,111749,032118,0,T, ,08242,1,1,015269, ,002,010, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,15,17,10,171,SAN DIEGO,01,896,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
751905,5332330900,53323309,244342,1,BLK 38*LOTS 8 & 9*,9886652,40606045,50492697,1,401579,091714,0,T, ,08242,6,125,CC1-1874,MIDDLETOWN, , , , ,92101-2517,6279319.02879,1844189.00406,1,N,422.8221423774427,10897.23870359685,SD,INDIA,ST, , ,1703, , , ,21,60,217,SAN DIEGO, ,99999,0, , , ,11074,D075,1703,0, ,SD,10897.2265625,422.822204764
769339,5333131016,53331310,258424,5,LOT 1*US 16PER DOC06-117660&UND INT IN\,143624,183841,327465,1,081785,021111,0,T,Y,08242,1,1,015269, ,002,010, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,16,17,10,171,SAN DIEGO,01,893,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
769340,5333131030,53331310,258424,1,LOT 1*US 30PER DOC06-117660&UND INT IN\,124737,134673,259410,1,640123,101812,0,T, ,08242,1,1,015269, ,001,010, ,N,92101-2543,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,30,17,10,171,SAN DIEGO,01,707,0, ,001,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
773352,5332231200,53322312,244347,1,BLK 43*LOTS 4&5\,787264,763947,1551211,1,201698,041098,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN,000,000, , ,92101-2250,6279191.53229,1844761.78149,1,N,400.634114626593,10028.962225901794,SD,INDIA,ST, , ,1917, , , ,21,60,210,SAN DIEGO,00,8103,0, ,000,000,00000, ,1917,1919, ,SD,10028.9619141,400.634253616
803404,5332321800,53323218,244335,1,BLK 39*LOTS 14 THRU 16\,740472,828511,1568983,1,150732,051581,0,T, ,08242,6,1,CC1-1874,MIDDLETOWN, , , , ,92101-2520,6279100.12925,1844465.99675,1,N,479.92653667207054,14071.791609842587,SD,INDIA,ST, , ,1844, , , ,21,60,213,SAN DIEGO,62,7468,0, , , ,13930,D020,1844,0, ,SD,14071.8261719,479.927011341
812257,5332320500,53323205,258433,1,BLK 39*LOT 5*S 4 FT LOT 4 & /EXC S 4 FT/*,1731612,2308816,4040428,1,465122,082908,0,T, ,08242,7,1,CC1-1874,MIDDLETOWN, , ,N, ,92101-2523,6279028.90974,1844267.52626,1,N,293.5282779151348,4805.12307002497,SD,KETTNER,BLVD, , ,1731, , , ,21,70,210,SAN DIEGO,84,9200,0, , , ,05000,C065,1731,0, ,SD,4805.11328125,293.52799752
826684,5333131008,53331310,258424,1,LOT 1*US 8 PER DOC06-117660&UND INT IN\,195066,165804,360870,1,451522,071913,0,T, ,08242,1,1,015269, ,001,010, , ,92101-2539,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,08,17,10,171,SAN DIEGO,01,723,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
829889,5332230801,53322308,136030,1,BLK 43*US 1 PER DOCS05-587983&06-148000&UND INT IN LOT 8 IN\,121184,262971,384155,1,343346,070115,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2249,6279292.96848,1844777.3192,1,N,300.6181059854389,5015.421837860582,SD,COLUMBIA,ST, , ,1918, , ,01,17,10,171,SAN DIEGO,06,703,0, ,001,000,00000,D070,1918,0, ,SD,5015.43261719,300.618300839
846517,5332231307,53322313,136033,1,LOT 2*USS206PER DOC06-88394&UND INT IN\,167000,278000,445000,1,224487,051116,0,T,Y,08242,1,1,015180, ,002,020, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,206,17,10,171,SAN DIEGO,04,1064,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
847195,5332231363,53322313,136033,1,LOT 2*USS505PER DOC06-88394&UND INT IN\,66232,121426,187658,1,759850,120412,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2247,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,505,17,10,171,SAN DIEGO,04,468,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
851533,5332410500,53324105,136021,1,BLK 37*LOT 6*,297110,2796171,3093281,1,585243,091598,0,T, ,08242,6,21,CC1-1874,MIDDLETOWN,000,000,N,N,92101-2573,6279549.4745,1844453.0175,1,N,294.7759094050619,4869.421209661672,SD,COLUMBIA,ST, , ,1805, , , ,15,60,150,SAN DIEGO,01,14746,0,N,702, ,04890,D065,1805,0, ,SD,4869.43652344,294.776320444
854316,5332231323,53322313,136033,1,LOT 2*USS303PER DOC06-88394&UND INT IN\,67556,137930,205486,1,102859,022312,0,T, ,08242,1,1,015180, ,001,010, ,Y,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,303,17,10,171,SAN DIEGO,04,603,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
854336,5332231316,53322313,136033,1,LOT 2*USS215PER DOC06-88394&UND INT IN\,109000,216000,325000,1,243734,051916,0,T, ,08242,1,1,015180, ,001,010, ,N,92101-2245,6279252.24935,1844889.78344,1,N,601.1440794639361,20083.766419347226,SD,COLUMBIA,ST, , ,1970, , ,215,17,10,171,SAN DIEGO,04,609,0,N,001, , ,D070,1970,0, ,SD,20083.7705078,601.144204515
854930,5332230709,53322307,193650,1,BLK 43*US 9 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,292121,152552,444673,2,234980,040506,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,001,010, , ,92101-2231,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,305,17,10,170,SAN DIEGO,93,719,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
861856,5332230702,53322307,193650,1,BLK 43*US 2 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,424483,243016,667499,1,639532,121515,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, ,Y,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,105,17,10,171,SAN DIEGO,93,1104,0,N,002,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
862504,5332230712,53322307,193650,1,BLK 43*US 12PER DOCS92-654856&92-807132&UND INT IN LOT 7\,271000,229000,500000,1,139638,041719,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,001,015, , ,92101-2231,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,302,17,10,171,SAN DIEGO,93,879,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
862587,5332230715,53322307,193650,1,BLK 43*US 15PER DOCS92-654856&92-807132&UND INT IN LOT 7\,612000,178500,790500,1,220040,053118,0,T, ,08242,1,1,CC1-1874,MIDDLETOWN,002,020, ,Y,92101-2238,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,403,17,10,171,SAN DIEGO,93,1023,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
862868,5332230705,53322307,193650,1,BLK 43*US 5 PER DOCS92-654856&92-807132&UND INT IN LOT 7\,301954,157011,458965,1,143053,032615,0,T,Y,08242,1,1,CC1-1874,MIDDLETOWN,001,015, ,N,92101-2200,6279309.62462,1844730.90803,1,N,300.6556231158191,5016.395277863319,SD,FIR,ST, ,W,602, , ,102,17,10,170,SAN DIEGO,93,795,0, ,001,000,00000,D070,602,0, ,SD,5016.39453125,300.655566081
886878,5333131002,53331310,258424,1,LOT 1*US 2 PER DOC06-117660&UND INT IN\,145778,138485,284263,2,190049,040212,0,T, ,08242,1,1,015269, ,001,010, , ,92101-2537,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,02,17,10,171,SAN DIEGO,01,760,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
886896,5332331200,53323312,136005,1,BLK 38*LOT 12*,1324685,0,1324685,1,401579,091714,0,T, ,08242,6,0,CC1-1874,MIDDLETOWN, , , , ,92101,6279411.09669,1844228.43864,1,N,292.5505675251119,4721.648031684951,SD,COLUMBIA,ST, , ,0, , , ,31,60,311,SAN DIEGO,00,0,0, , , ,04890, ,0,0, ,SD,4721.64941406,292.550565442
888527,5332440900,53324409,158733,1,BLK 34*LOTS 5&8\,2653020,1220389,3873409,1,300550,061716,0,T, ,08242,6,15,CC1-1874,MIDDLETOWN,121,055,N,N,92101-2507,6279653.53676,1844137.27469,1,N,462.5343952649549,6391.047434911985,SD,DATE,ST, ,W,412, , , ,14,60,140,SAN DIEGO,14,6404,99999,Y,427,212,08300,D040,412,438, ,SD,6391.06640625,462.534785807
893564,5333131017,53331310,258424,1,LOT 1*US 17PER DOC06-117660&UND INT IN\,266945,341687,608632,1,255613,060717,0,T, ,08242,1,1,015269, ,002,020, , ,92101-2541,6279052.15112,1843842.83933,1,N,600.8015658558849,20049.950542837152,SD,KETTNER,BLVD, , ,1601, , ,17,17,10,171,SAN DIEGO,01,895,0, ,000,000,00000,D060,1601,0, ,SD,20049.9472656,600.801536837
